stop_id,stop_code,stop_name,zone_id,stop_lat,stop_lon
960,U02926,Delhi Gate (JLN Marg),960.0,28.640024,77.238077
961,U02851,LNJP Hospital,961.0,28.6401,77.234817
962,U02779,Zakir Husain College,962.0,28.64115,77.229617
963,U02738,JLN Marg,963.0,28.6421,77.22785
964,U02706,Vivekanand Marg / Minto Road,964.0,28.640867,77.22573299999998
966,DC5230,Rani Khera Depot 2,966.0,28.699441,77.033514
967,DC4960,Rani Khera Depot Crossing,967.0,28.697847,77.027902
968,U99813,Rani Khera Village,968.0,28.704236,77.027661
969,U99789,Rani Khera School / Bhagya Vihar,969.0,28.709239,77.027741
970,U99809,Mubarak Pur Crossing,970.0,28.712817,77.027833
971,U99808A,Madan Pur Dabas,971.0,28.716453,77.02786
972,U99799,Shaheed Bhagat Singh Nagar,972.0,28.725017,77.029167
973,U00401,Karala Crossing,973.0,28.731617,77.03235
974,U00426,Karala Village,974.0,28.731583,77.03698299999998
975,U99700,Karala School,975.0,28.7308,77.0398
976,U00466,Rama Vihar,976.0,28.7288,77.0456
977,U00482,Sukhbeer Nagar,977.0,28.727633,77.04895
978,U00516,Karala Patshala,978.0,28.726567,77.05336700000002
979,U99608,Rajeev Nagar,979.0,28.724983,77.058433
980,U99614,Begumpur,980.0,28.721767,77.06515
981,U00621,Rohini Sec-21,981.0,28.7188,77.069767
982,U00657,Rohini Sec 20/21 More,982.0,28.715887,77.074077
983,U00683,Pooth Kalan,983.0,28.71425,77.0770666666667
984,DC3748,Brahm shakti hospital,984.0,28.712467,77.08063299999998
985,U00763,Krishna Vihar,985.0,28.706667,77.08421700000002
986,DC3749,Buddh vihar,986.0,28.70415,77.08748299999998
987,U00831,Mangol Puri Y Block,987.0,28.7029,77.08951
988,U00892,Mangol Pur Khurd,988.0,28.700133,77.09433299999998
989,U00931,Avantika Xing,989.0,28.698466666666693,77.0970166666667
990,U00961,Mangolpur Kalan Village,990.0,28.6957,77.1012
991,U01021,Mangol Pur School (Outer Ring Road),991.0,28.6948,77.10646700000002
992,U01039,Rohini Depot III,992.0,28.69546,77.10895
993,U01060,Puspanjali Enclave,993.0,28.696140000000003,77.11117
994,U01093,Kali Mata Mandir,994.0,28.69741,77.11626
995,U01126,Deepali Chowk,995.0,28.69831,77.11946
996,U01188,Saraswati Vihar C Block,996.0,28.70025,77.12487
997,U01248,Madhuban Chowk Outer Ring Road,997.0,28.7015,77.12731
998,U01289,RU Block Power House,998.0,28.7078,77.1343
999,U01331,Pitampura RU Block,999.0,28.71064,77.13667
1000,U01354,Uttri Pitam Pura,1000.0,28.715019,77.138989
1001,U01358,Pitam Pura BV Block,1001.0,28.716490000000004,77.13932
1002,U01372,Haidarpur Water Works,1002.0,28.72155,77.140383
1003,U99995,PS Badli,1003.0,28.72515,77.14229
1004,DC5131,Jail Road Rohini Sec 18,1004.0,28.72726500000001,77.143241
1005,DC5129,Badli Village,1005.0,28.731937,77.140125
1006,DC5127,Rohini Sec 18 Block,1006.0,28.73598,77.13753299999998
1007,DC5125,Rohini Sec 18,1007.0,28.738588,77.135888
1008,U02000,Qutub Minar,1008.0,28.526517,77.18605
1009,U02048,T B Hospital,1009.0,28.5283,77.1897
1010,U02090,DDA Flats Lado Sarai,1010.0,28.529833,77.19211700000002
1011,DC5148,PTS,1011.0,28.532964,77.195504
1012,DC5149,MMTC / Adhchini Village,1012.0,28.535351000000002,77.196849
1013,DC5150,Adhchini Village,1013.0,28.537823,77.19807
1014,DC5151,Mothers International School,1014.0,28.541141,77.1995
1015,DC5152,IIT Gate,1015.0,28.543571000000004,77.20071
1016,U02253,IIT Gate (Aurobindo Marg),1016.0,28.54585,77.20196700000002
1017,U02281,Padmani Enclave,1017.0,28.5492,77.2034
1018,U02315,Hauz Khas,1018.0,28.553,77.2049
1019,U02357,Green Park,1019.0,28.558583,77.206733
1020,U02377,Yusuf Sarai,1020.0,28.5626,77.2074
1021,U02379,Safdurjung Hospital / AIIMS,1021.0,28.56725,77.20773299999998
1022,U02416,Kidwai Nagar,1022.0,28.5757,77.2097
1023,U02471,SJ Airport,1023.0,28.584467,77.212267
1024,U02476,S J Madrasa,1024.0,28.5887,77.2127
1025,U02502,Prithvi Raj Road,1025.0,28.5933,77.2143
1026,U02553,Prithvi Raj Road Crossing,1026.0,28.5965,77.2174
1027,U02554,Claridges Hotel,1027.0,28.602117,77.21765
1028,U02559,National Museum,1028.0,28.611817,77.218283
1029,U02563,National Archives,1029.0,28.6147,77.2185
1030,U02576,Windsor Place,1030.0,28.617942,77.218662
1031,DC5153,Western Court,1031.0,28.623743,77.21895500000002
1032,U02584,Indian Oil Bhawan,1032.0,28.6286,77.2193
1033,U02654,Shivaji Park,1033.0,28.6387,77.22399999999998
1034,U02697,Vivekanand Marg / Minto Road,1034.0,28.64155,77.22615
1035,U02712,PS Kamla Market,1035.0,28.643083,77.226
1036,U02703,Ajmeri Gate / Kamla Market,1036.0,28.644083,77.22405
1038,U01315,Punjabi Bagh Terminal,1038.0,28.667331,77.13573000000002
1039,U01261,Punjabi Bagh Club,1039.0,28.663517,77.13113299999998
1040,U01233,ESI Hospital,1040.0,28.658433,77.128633
1041,U01196,Rajdhani College / Raja Garden,1041.0,28.654783,77.125417
1042,U01211,Rajouri Garden Market,1042.0,28.6457,77.127
1043,U01257,Mayapuri Chowk (Ring Road),1043.0,28.638567,77.12988299999998
1044,U01308,Naraina Vihar,1044.0,28.627517,77.134183
1045,U01325,Naraina Village,1045.0,28.618133,77.13675
1046,NS0253,COD Ring Road,1046.0,28.612917,77.13735
1047,U01373,Barar Square,1047.0,28.607383,77.141767
1048,U99892A,Garrison Engg.,1048.0,28.60536667,77.14743333
1049,U99893A,RR Line,1049.0,28.60415,77.155333
1050,U01628,Dhaula Kuan (Ring Road),1050.0,28.599322,77.162887
1051,DC0013,Satya Niketan (Dhaula Kuan),1051.0,28.5884,77.170233
1052,U01778,Satya Niketan / Gurudwara Moti Bagh,1052.0,28.584933000000003,77.172517
1053,U01805,South Moti Bagh (Ring Road),1053.0,28.58195,77.174283
1054,U01817,South Moti Bagh,1054.0,28.57800000000001,77.175
1055,U01777,R. K. Puram Sec-12,1055.0,28.5757,77.1724
1056,U01797,Sangam Cinema,1056.0,28.5736,77.1737
1057,DC3668,RK Puram Sec-10,1057.0,28.5702,77.173167
1058,U01832,Mohan Singh Market,1058.0,28.5668,77.1762
1059,U01848,R K Puram Sec-1,1059.0,28.5647,77.1783
1060,U01852,RK Puram Sec 1,1060.0,28.563,77.1783
1061,U01835,R K Puram Nab,1061.0,28.56125,77.1763
1062,U01800,Munirka Village (T),1062.0,28.5585,77.17371700000002
1063,U01792,Munirka Family Planning,1063.0,28.557,77.1746
1064,U01847,Munirka DDA Flats,1064.0,28.555517,77.17671700000002
1065,U01900,ISTM,1065.0,28.552767,77.181
1066,U01980,IIT Hostel,1066.0,28.55003300000001,77.185633
1067,U02043,Jia Sarai,1067.0,28.5483,77.1897
1070,DC0134,DDA Flats Kalkaji,1070.0,28.528442,77.255736
1071,U03132,DDA Flats Kalka Ji,1071.0,28.527958,77.257446
1072,U03145,DDA Market kalka Ji,1072.0,28.530729,77.258493
1073,U03150,DDA Flats Kalka Ji,1073.0,28.531872,77.258961
1074,U03154E,Govindpuri Ext Gali No 16,1074.0,28.533575,77.259665
1075,U03155,Rampuri Gali No 13,1075.0,28.534824,77.26013
1076,U03163,Govindpuri Gali No 5,1076.0,28.537641,77.261185
1077,U03164,Ram Puri / Govind Puri,1077.0,28.538625,77.261545
1078,U03166,Govind Puri,1078.0,28.539533,77.261894
1079,U03182,Govind Puri Metro Station,1079.0,28.545117,77.263917
1080,U03173,Kalkaji Mandir (MaaAnandmayeeMarg),1080.0,28.547767,77.262833
1081,U03180,Kalkaji Mandir,1081.0,28.551166,77.263849
1082,U03183,NSIC,1082.0,28.552086,77.264157
1083,U03195,Laghu Udyog Sansthan(ModiMill),1083.0,28.555533,77.265167
1084,U03159,SNPD,1084.0,28.56073300000001,77.26061700000002
1085,U03141,East of Kailash C-Block,1085.0,28.561933000000003,77.258033
1086,U03106,East of Kailash B-Block,1086.0,28.561917,77.255567
1087,U03046,Garhi Gaon,1087.0,28.5621,77.2512
1088,U03041LN,Lajpat Nagar Crossing,1088.0,28.5643,77.2501
1089,U03062,PG DAV College / Sri Niwaspuri,1089.0,28.5674,77.252883
1090,U03074,Nehru Nagar,1090.0,28.56915,77.253883
1092,U02877,Golf Club / Sunder Nagar,1092.0,28.601367,77.237883
1093,U99849,Kaka Nagar,1093.0,28.60575,77.2371
1094,DC4456,Pandwala Crossing,1094.0,28.558043,76.974025
1095,DC4772,Osho Dhyan Mandir Jhatikra Road,1095.0,28.553981,76.973148
1096,DC4446,Daulat Pur Crossing,1096.0,28.543634,76.970812
1097,DC4774,Jhatikra Village,1097.0,28.522,76.966004
1099,U01026,DA Block Hari Nagar,1099.0,28.6251,77.10686700000002
1100,U01056,Hari Nagar Shaheed Pawan Sahni Chowk,1100.0,28.6252,77.1108
1101,U01053,DDU Hospital,1101.0,28.628,77.1107
1102,U01063,Beriwala Bagh,1102.0,28.63145,77.111967
1103,U01082,Swarg Ashram,1103.0,28.631,77.1149
1104,U01122,LIG Flats,1104.0,28.6309,77.1196
1105,DC3909,Hari Nagar (Mohan Mandir) Mayapuri,1105.0,28.630683,77.124267
1107,U01524,Pandav Nagar,1107.0,28.650133,77.15335
1109,U02310,Panchkuian Road Banwari Lal Hospital,1109.0,28.64165,77.204717
1110,U02306,Balmiki Mandir Marg,1110.0,28.639967,77.204483
1111,U02276,PS Mandir Marg,1111.0,28.63758300000001,77.202967
1112,U03023,Indraprastha Depot,1112.0,28.6202,77.2485
1113,U03015,IP Power Station / ITO Ring Road,1113.0,28.624567,77.24708299999998
1114,U03048,Delhi Secretariat,1114.0,28.6283,77.2514
1115,U03157,Rainy Well,1115.0,28.6283,77.260633
1116,U03293,Laxmi Nagar / Shakarpur Crossing,1116.0,28.6297,77.277067
1117,U03317,Shakarpur School Block,1117.0,28.627433,77.27928299999998
1118,U03379,Ganesh Nagar,1118.0,28.621017,77.28523299999998
1119,U03393,Mother Dairy,1119.0,28.619117,77.286333
1120,U03407,Patparganj Xing,1120.0,28.6164,77.2881
1121,U03431,P S Pandav Nagar,1121.0,28.6147,77.2903
1122,U03464,Shashi Garden Xing,1122.0,28.6136,77.2941
1123,U03474,Pocket-5 Mayur Vihar Ph-1,1123.0,28.6133,77.2956
1124,U03498,ITI Khichiripur,1124.0,28.613000000000003,77.2977
